user_type,q1,median,q3,lowerfence,upperfence
casual,8.382379166666666,14.287891666666667,24.127383333333334,1.0007166666666667,47.74488958333333
member,5.2809083333333335,9.118516666666666,15.757616666666667,1.0002666666666666,31.47267916666667
